recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
154452023,"{'steamid': '76561198001664600', 'num_games_owned': 844, 'num_reviews': 70, 'playtime_forever': 1758, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1756, 'last_played': 1703598661}",english,best game i played with friends,1703598494,1703598494,True,0,0,0,0,False,False,False,True,
153708633,"{'steamid': '76561199006443271', 'num_games_owned': 18, 'num_reviews': 8, 'playtime_forever': 223, 'playtime_last_two_weeks': 0, 'playtime_at_review': 223, 'last_played': 1580061712}",english,Played it with my friend back in the day when i was 11. We didnt have money to buy games so we found this fun little f2p game. We made some fine memories and im gratefull!!,1702728291,1702728291,True,1,0,0.523809552192687988,0,False,False,False,True,
153506514,"{'steamid': '76561198200583274', 'num_games_owned': 0, 'num_reviews': 51, 'playtime_forever': 52, 'playtime_last_two_weeks': 0, 'playtime_at_review': 52, 'last_played': 1458853375}",italian,"Purtroppo da un paio di anni server molto deserti e difficilmente si riesce a fare una partita, ma ottimo passatempo senza troppi fronzoli. E' possibile allenarsi offline, ma il divertente è contro altri player

[table]
    [tr]
        [th]CATEGORIA[/th]
        [th]VOTO[/th]
    [/tr]
    [tr]
        [td]Gameplay[/td]
        [td]8[/td]
    [/tr]
    [tr]
        [td]Grafica[/td]
        [td]8[/td]
    [/tr]
    [tr]
        [td]Audio[/td]
        [td]7[/td]
    [/tr]
    [tr]
        [td]Storia[/td]
        [td]-[/td]
  [/tr]
    [tr]
        [td]Difficoltà[/td]
        [td]Normale[/td]
    [/tr]
    [tr]
        [td]Longevità[/td]
        [td]ottimo passatempo con rigiocabilità alta[/td]
    [/tr]
    [tr]
        [td]Prestazioni[/td]
        [td]Ottime[/td]
    [/tr]
    [tr]
        [td]Bugs[/td]
        [td]Rari[/td]
    [/tr]
    [tr]
        [td]Prezzo[/td]
        [td]-[/td]
    [/tr]
    [tr]
        [td]Voto[/td]
        [td]8[/td]
    [/tr]
[/table]",1702473254,1702474639,True,0,0,0,0,False,False,False,True,
152757841,"{'steamid': '76561198216335107', 'num_games_owned': 161, 'num_reviews': 26, 'playtime_forever': 398, 'playtime_last_two_weeks': 0, 'playtime_at_review': 387, 'last_played': 1701557874}",english,fun,1701557203,1701557203,True,0,0,0,0,False,False,False,True,
152459475,"{'steamid': '76561198015073626', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 11, 'playtime_last_two_weeks': 0, 'playtime_at_review': 11, 'last_played': 1701193823}",english,game,1701193843,1701193843,True,0,0,0,0,False,False,False,True,
148270035,"{'steamid': '76561198016431960', 'num_games_owned': 0, 'num_reviews': 39, 'playtime_forever': 135, 'playtime_last_two_weeks': 0, 'playtime_at_review': 135, 'last_played': 1697367376}",english,"Achievements no longer work after the training is completed, and the servers are dead.",1697367492,1697367492,False,1,1,0.484581470489501953,0,False,False,False,True,
148079394,"{'steamid': '76561197988847342', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 2550, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2550, 'last_played': 86400}",english,"Awesome game! Sadly it's pretty dead now.

Would love a modern remake with some single player/coop content to play while waiting in lobbies.",1697120710,1697120710,True,0,0,0,0,True,False,False,True,
147715884,"{'steamid': '76561198256462289', 'num_games_owned': 0, 'num_reviews': 13, 'playtime_forever': 712, 'playtime_last_two_weeks': 0, 'playtime_at_review': 380, 'last_played': 1697571229}",english,"Childhood game of mine, servers are dead but the game is still a blast to play!",1696558252,1696558252,True,3,0,0.565217375755310059,0,False,False,False,True,
147312598,"{'steamid': '76561198047333591', 'num_games_owned': 1382, 'num_reviews': 55, 'playtime_forever': 112, 'playtime_last_two_weeks': 0, 'playtime_at_review': 112, 'last_played': 1475805627}",english,Used to be a really fun and unique little arcade game. Has been dead for years though.,1696026348,1696026348,False,3,0,0.516687273979187012,0,True,False,False,True,
146959340,"{'steamid': '76561197985374616', 'num_games_owned': 0, 'num_reviews': 239, 'playtime_forever': 417, 'playtime_last_two_weeks': 0, 'playtime_at_review': 417, 'last_played': 1313305200}",english,"i used to play alot back in the game, small great fun game if you like air combat in PVP",1695584742,1695584742,True,2,0,0.545454561710357666,0,True,False,False,True,
146107398,"{'steamid': '76561197982594011', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 2611, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2190, 'last_played': 1708607757}",english,"Best Game of the
would recomend for gamer",1694426723,1694426723,True,0,0,0,0,True,False,False,True,
145549612,"{'steamid': '76561198350041678', 'num_games_owned': 33, 'num_reviews': 11, 'playtime_forever': 1072, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1072, 'last_played': 1695681825}",brazilian,"bom passa tempo o jogo e realmente bem divertido
",1693688204,1693688204,True,0,0,0,0,False,False,False,True,
144434237,"{'steamid': '76561198963034700', 'num_games_owned': 0, 'num_reviews': 49, 'playtime_forever': 20, 'playtime_last_two_weeks': 0, 'playtime_at_review': 20, 'last_played': 1626089839}",ukrainian,"Доволі проста безкоштовна гра про літаки, чого від неї ще можна хотіти?",1692301000,1692301000,True,0,0,0,0,False,False,False,True,
143948847,"{'steamid': '76561198043670728', 'num_games_owned': 0, 'num_reviews': 23, 'playtime_forever': 995, 'playtime_last_two_weeks': 0, 'playtime_at_review': 995, 'last_played': 1508760985}",spanish,juegazo,1691807046,1691807046,True,0,0,0,0,False,False,False,True,
143778899,"{'steamid': '76561199164578191', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1121, 'playtime_last_two_weeks': 0, 'playtime_at_review': 780, 'last_played': 1708882057}",english,It is a really fun game where you can challenge yourself or just destroy some bots for the heck of it. there are a few game modes each of them very fun. It is just a really fun game,1691671560,1691671560,True,0,0,0,0,False,True,False,True,
143533121,"{'steamid': '76561198086000429', 'num_games_owned': 393, 'num_reviews': 8387, 'playtime_forever': 18, 'playtime_last_two_weeks': 0, 'playtime_at_review': 18, 'last_played': 1691339763}",turkish,Çerezlik çok güzel bir oyun tavsiye edilir.,1691339811,1691339811,True,2,0,0.545454561710357666,0,False,False,False,True,
143494447,"{'steamid': '76561198081816453', 'num_games_owned': 45, 'num_reviews': 23, 'playtime_forever': 487, 'playtime_last_two_weeks': 0, 'playtime_at_review': 487, 'last_played': 1584658327}",french,"Un jeu simple, facile et débile qui tourne sur un grille pain.
Un peu comme amongus, c'est fun uniquement avec des amis, pas dans les lobby publics.",1691290010,1691290010,True,0,0,0,0,False,False,False,True,
143139727,"{'steamid': '76561198312989140', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 600, 'playtime_last_two_weeks': 0, 'playtime_at_review': 588, 'last_played': 1701549556}",english,e,1690803669,1690803669,True,0,0,0.48083961009979248,0,False,False,False,True,
143080192,"{'steamid': '76561197972425654', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 249, 'playtime_last_two_weeks': 0, 'playtime_at_review': 246, 'last_played': 1708450724}",polish,pew pew pewpewpew,1690719833,1690719833,True,0,0,0,0,True,False,False,True,
143024999,"{'steamid': '76561197975091844', 'num_games_owned': 196, 'num_reviews': 28, 'playtime_forever': 1696, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1696, 'last_played': 1689195603}",spanish,"ES: Ni aunque me paguen vuelvo a jugar a este juego. Completado 100% y a tpc.

EN: Look above, it is the same that i would tell you in english.",1690642961,1690642961,False,3,1,0.566312015056610107,0,False,False,False,True,
143001195,"{'steamid': '76561198018974513', 'num_games_owned': 1062, 'num_reviews': 126, 'playtime_forever': 1985, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1985, 'last_played': 1689195605}",english,"Remember when was fun following new players to all server when you are Lvl 60 and they 1, remember when kicking all those new players was hillarious, resulting in hours that they will patiently wait until the block goes off? Remember when this game was full of players? Exactly, of course not, this never happened. I don't understand how players of this crap, are always complaining that nobody plays this game anymore, when they were the same people who pushed away a lot of potential enjoyers. Dead game, boring mechanics. Tetris is better, even watching a paint get dry is better than PvP in Altitude. Remember the sexual games, disguised as innocent games, that your uncle or grandpa made you play in your childood will feel better than flying your 2D plane. This game inspired Top Gun 0/10 (☆☆☆☆☆).",1690611208,1690749701,False,2,2,0.498113185167312622,2,False,True,False,True,
142715783,"{'steamid': '76561199103319915', 'num_games_owned': 0, 'num_reviews': 28, 'playtime_forever': 17, 'playtime_last_two_weeks': 0, 'playtime_at_review': 17, 'last_played': 1685646579}",brazilian,"Tenho um gatinho aqui. Amigos que tiverem passando podem fazer carinho dando like ou um prêmio.
　　　　 　　 ＿＿
　　　 　　／＞　　フ
　　　 　　| 　_　 _ l
　 　　 　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿_ヽ_)__)
　二つ",1690220946,1690220946,True,0,0,0,0,False,False,False,True,
142674348,"{'steamid': '76561198025271485', 'num_games_owned': 453, 'num_reviews': 18, 'playtime_forever': 2196, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2196, 'last_played': 1420435565}",english,i havent played since i was 15 but it was cracked back then,1690157130,1690157130,True,0,0,0.48083961009979248,0,True,False,False,True,
142326400,"{'steamid': '76561199075699979', 'num_games_owned': 0, 'num_reviews': 866, 'playtime_forever': 33, 'playtime_last_two_weeks': 0, 'playtime_at_review': 15, 'last_played': 1689683443}",schinese,操作有一点点别扭（适应以后其实还好）的射飞机游戏。原来是2009年的游戏啊，那没事了！,1689682505,1689682505,True,1,0,0.538461565971374512,0,False,False,False,True,
141326800,"{'steamid': '76561197990073312', 'num_games_owned': 0, 'num_reviews': 14, 'playtime_forever': 1324, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1250, 'last_played': 1688662389}",english,"fun and easy to get
",1688507666,1688507666,True,0,0,0.48083961009979248,0,True,False,False,True,
140618444,"{'steamid': '76561198275511994', 'num_games_owned': 38, 'num_reviews': 21, 'playtime_forever': 1306, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1306, 'last_played': 1610455346}",english,"Fun casual, has lots of game modes. 2D rocket league, but with planes.",1687617631,1687617631,True,0,0,0,0,False,False,False,True,
140129545,"{'steamid': '76561198079791438', 'num_games_owned': 543, 'num_reviews': 80, 'playtime_forever': 74, 'playtime_last_two_weeks': 0, 'playtime_at_review': 74, 'last_played': 1585707113}",english,"This game was the bomb in it's hay day. Simple, Simple yet complex ship classes. The skill gap was insane but inviting. Loved every bit I played on my old account.",1686871678,1686871678,True,1,0,0.523809552192687988,0,False,False,False,True,
139524675,"{'steamid': '76561198036176076', 'num_games_owned': 975, 'num_reviews': 4352, 'playtime_forever': 161, 'playtime_last_two_weeks': 0, 'playtime_at_review': 161, 'last_played': 1678613217}",russian,"Игра настолько крутая, что я удалил все, кроме этой игры)",1685864865,1685864865,True,1,0,0.442028999328613281,0,False,False,False,True,
138070277,"{'steamid': '76561199438434097', 'num_games_owned': 247, 'num_reviews': 636, 'playtime_forever': 5, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5, 'last_played': 1683676469}",turkish,ÇOK TATLI MİNNOŞ BİR OYUN^^,1683676484,1683676484,True,0,0,0,0,False,False,False,True,
137454291,"{'steamid': '76561198818845478', 'num_games_owned': 628, 'num_reviews': 2192, 'playtime_forever': 5, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5, 'last_played': 1682732117}",schinese,好,1682732122,1682732122,True,0,0,0,0,False,False,False,True,
137394706,"{'steamid': '76561198028570547', 'num_games_owned': 0, 'num_reviews': 2558, 'playtime_forever': 226, 'playtime_last_two_weeks': 0, 'playtime_at_review': 220, 'last_played': 1682639102}",german,"[h1]KOSTENLOS[/h1]

""Altitude"" ist ein kostenloser 2D-Multiplayer-Arcade-Shooter.

Mit Flugzeugen geht es in die Arenen, Team gegen Team. Es gibt einige Spielmodi. Neben den erwartbaren Klassikern auch zum Beispiel einen Fußballmodus, in dem wir einen Ball einsammeln und in ein Tor bringen müssen. 

Die Steuerung ist dabei auf den ersten Blick ungewöhnlich und irritierend. Wenn man sich aber mal an die Mechaniken gewöhnt hat, kommt man gut damit klar. 

Im Verlauf der Partien können wir uns neue Flugzeuge, Waffen und Defensivsysteme freischalten und dadurch unser Fluggerät deutlich verbessern. 

Die Grafik ist recht simpel, aber zweckmäßig. Die einzelnen Teams sind gut zu erkennen. Manchmal wünscht man sich allerdings, einen etwas größeren Bereich des Spielfeldes einsehen zu können. Die Sounds sind eher schwach, passen aber zum Arcade-Charakter des Spiels. 

""Altitude"" überrascht kaum. Lediglich die Steuerung ist zunächst ungewöhnlich. Es macht aber dennoch Spaß, ein paar schnelle Partien zu zocken, vorausgesetzt man findet einen Server, auf dem sich noch Spieler tummeln, denn die Bots sind nicht die Intelligentesten. 

[h1]Wertung:[/h1]
6/10 Atmosphäre
-/10 Story
6/10 Grafik
5/10 Sound
6/10 Spielmechanik
6/10 Balancing
6/10 Spielspass

[h1]Fazit:[/h1]
kostenlose Multi-Flug-Ballerrei

[h1][b]6/10 Gesamtwertung",1682639089,1682639089,True,18,1,0.693233013153076172,2,False,False,False,True,
137094570,"{'steamid': '76561198108555762', 'num_games_owned': 135, 'num_reviews': 4, 'playtime_forever': 285, 'playtime_last_two_weeks': 0, 'playtime_at_review': 285, 'last_played': 1427428099}",english,LOVE this game!! playing it is so great,1682145020,1682145020,True,0,0,0,0,False,False,False,True,
136717506,"{'steamid': '76561197988674327', 'num_games_owned': 96, 'num_reviews': 4, 'playtime_forever': 4630, 'playtime_last_two_weeks': 1, 'playtime_at_review': 4558, 'last_played': 1710658627}",english,"If you ever played WinBolo or Continuum, you'll likely love this game.

Simple controls and concept but frustrating to push the skill ceiling higher.",1681529316,1681529316,True,0,0,0,0,False,False,False,True,
136374081,"{'steamid': '76561198301591082', 'num_games_owned': 71, 'num_reviews': 10, 'playtime_forever': 713, 'playtime_last_two_weeks': 0, 'playtime_at_review': 713, 'last_played': 1532207148}",brazilian,bom,1680991687,1680991687,True,0,0,0,0,False,False,False,True,
135390219,"{'steamid': '76561198025707128', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 3053, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3048, 'last_played': 1679752873}",english,Muito divertido,1679749920,1679749920,True,0,0,0,0,True,False,False,True,
133997323,"{'steamid': '76561198446884286', 'num_games_owned': 649, 'num_reviews': 214, 'playtime_forever': 12, 'playtime_last_two_weeks': 0, 'playtime_at_review': 12, 'last_played': 1677873279}",turkish,Belki arkadaşlarla 10-15 dk oynayıp farklı modlarda kafa dağıtırsın diyeceğim ama ücretsiz olup da beraber oynanabilecek bir çok oyun biliyorum. O yüzden tavsiye etmiyorum. Zaten oyunda kimse yok. Bir çok server gördüm ama toplamda 6 kişi vardı. Belli ki nostaljide kalmış bir oyun.,1677873442,1677873442,False,1,0,0.523809552192687988,0,False,False,False,True,
132987627,"{'steamid': '76561198146083624', 'num_games_owned': 191, 'num_reviews': 155, 'playtime_forever': 178, 'playtime_last_two_weeks': 0, 'playtime_at_review': 178, 'last_played': 1509196917}",schinese,"我从别人那里抱了一只猫猫过来，欢迎摸摸
　　　　 　　 ＿＿
　　　 　　／＞　　フ
　　　 　　| 　_　 _ l
　 　　 　／` ミ＿xノ
　　 　 /　　　 　 |
　　　 /　 ヽ　　 ﾉ
　 　 │　　|　|　|
　／￣|　　 |　|　|
　| (￣ヽ＿_ヽ_)__)
　＼二つ
最近闲聊群里变得冷清了起来，想和大伙一起在群里聊天QAQ（QQ371175687）",1676576564,1676576564,True,0,0,0,0,False,False,False,True,
132856714,"{'steamid': '76561197990472473', 'num_games_owned': 1150, 'num_reviews': 239, 'playtime_forever': 29, 'playtime_last_two_weeks': 0, 'playtime_at_review': 29, 'last_played': 1676408922}",russian,Пойдет для детишек.,1676408961,1676408961,True,0,0,0,0,False,False,False,True,
130150700,"{'steamid': '76561198833261916', 'num_games_owned': 342, 'num_reviews': 24, 'playtime_forever': 28, 'playtime_last_two_weeks': 0, 'playtime_at_review': 28, 'last_played': 1672879990}",english,"Entertaining game. Maybe nice to play with a couple of friends and a couple of drinks.

Onlne multiplayer is dead by now but servers are still active. Gotta respect that.",1672880114,1672880114,True,0,0,0,0,False,False,False,True,
128503232,"{'steamid': '76561198118377300', 'num_games_owned': 0, 'num_reviews': 47, 'playtime_forever': 327, 'playtime_last_two_weeks': 0, 'playtime_at_review': 208, 'last_played': 1680318071}",english,"From time to time, I enjoy waiting for my downloads with a good-old airplane football. Destroying the enemy base or just 2D dogfights are good too.",1670960363,1670960363,True,0,0,0,0,False,False,False,True,
